book_id,title,author,goodreads_url,review_text,review_rating,reviewer_id,reviewer_name,review_upvotes,review_downvotes,review_date,review_url,shelves,comment_count
354,The Remains Of The Day,Kazuo Ishiguro,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,Mock review 1 for The Remains Of The Day,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day/reviews/1,"['fiction', 'favorites']",2
354,The Remains Of The Day,Kazuo Ishiguro,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,Mock review 2 for The Remains Of The Day,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day/reviews/2,['fiction'],1
355,Leave the World Behind,Rumaan Alam,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,Mock review 1 for Leave the World Behind,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/50358031-leave-the-world-behind/reviews/1,"['fiction', 'favorites']",2
355,Leave the World Behind,Rumaan Alam,https://www.goodreads.com/book/show/50358031-leave-the-world-behind,Mock review 2 for Leave the World Behind,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/50358031-leave-the-world-behind/reviews/2,['fiction'],1
413,The Round House,Louise Erdrich,https://www.goodreads.com/book/show/13602426-the-round-house,Mock review 1 for The Round House,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/13602426-the-round-house/reviews/1,"['fiction', 'favorites']",2
413,The Round House,Louise Erdrich,https://www.goodreads.com/book/show/13602426-the-round-house,Mock review 2 for The Round House,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/13602426-the-round-house/reviews/2,['fiction'],1
416,Tell the Wolves I'm Home,Carol Rifka Brunt,https://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home,Mock review 1 for Tell the Wolves I'm Home,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home/reviews/1,"['fiction', 'favorites']",2
416,Tell the Wolves I'm Home,Carol Rifka Brunt,https://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home,Mock review 2 for Tell the Wolves I'm Home,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home/reviews/2,['fiction'],1
417,Demon Copperhead,Barbara Kingsolver,https://www.goodreads.com/book/show/60194162-demon-copperhead,Mock review 1 for Demon Copperhead,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/60194162-demon-copperhead/reviews/1,"['fiction', 'favorites']",2
417,Demon Copperhead,Barbara Kingsolver,https://www.goodreads.com/book/show/60194162-demon-copperhead,Mock review 2 for Demon Copperhead,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/60194162-demon-copperhead/reviews/2,['fiction'],1
445,The Ballad of Never After,Stephanie Garber,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after,Mock review 1 for The Ballad of Never After,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after/reviews/1,"['fiction', 'favorites']",2
445,The Ballad of Never After,Stephanie Garber,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after,Mock review 2 for The Ballad of Never After,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after/reviews/2,['fiction'],1
488,Maame,Jessica George,https://www.goodreads.com/book/show/60784605-maame,Mock review 1 for Maame,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/60784605-maame/reviews/1,"['fiction', 'favorites']",2
488,Maame,Jessica George,https://www.goodreads.com/book/show/60784605-maame,Mock review 2 for Maame,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/60784605-maame/reviews/2,['fiction'],1
498,Us Against You,Fredrik Backman,https://www.goodreads.com/book/show/36373463-us-against-you,Mock review 1 for Us Against You,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/36373463-us-against-you/reviews/1,"['fiction', 'favorites']",2
498,Us Against You,Fredrik Backman,https://www.goodreads.com/book/show/36373463-us-against-you,Mock review 2 for Us Against You,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/36373463-us-against-you/reviews/2,['fiction'],1
513,Extremely Loud & Incredibly Close,Jonathan Safran Foer,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,Mock review 1 for Extremely Loud & Incredibly Close,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close/reviews/1,"['fiction', 'favorites']",2
513,Extremely Loud & Incredibly Close,Jonathan Safran Foer,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,Mock review 2 for Extremely Loud & Incredibly Close,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close/reviews/2,['fiction'],1
633,Shuggie Bain,Douglas Stuart,https://www.goodreads.com/book/show/52741293-shuggie-bain,Mock review 1 for Shuggie Bain,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/52741293-shuggie-bain/reviews/1,"['fiction', 'favorites']",2
633,Shuggie Bain,Douglas Stuart,https://www.goodreads.com/book/show/52741293-shuggie-bain,Mock review 2 for Shuggie Bain,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/52741293-shuggie-bain/reviews/2,['fiction'],1
636,Disappearing Earth,Julia Phillips,https://www.goodreads.com/book/show/34563821-disappearing-earth,Mock review 1 for Disappearing Earth,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/34563821-disappearing-earth/reviews/1,"['fiction', 'favorites']",2
636,Disappearing Earth,Julia Phillips,https://www.goodreads.com/book/show/34563821-disappearing-earth,Mock review 2 for Disappearing Earth,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/34563821-disappearing-earth/reviews/2,['fiction'],1
645,A Flicker in the Dark,Stacy Willingham,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark,Mock review 1 for A Flicker in the Dark,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark/reviews/1,"['fiction', 'favorites']",2
645,A Flicker in the Dark,Stacy Willingham,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark,Mock review 2 for A Flicker in the Dark,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark/reviews/2,['fiction'],1
701,The True Love Experiment,Christina Lauren,https://www.goodreads.com/book/show/62361081-the-true-love-experiment,Mock review 1 for The True Love Experiment,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/62361081-the-true-love-experiment/reviews/1,"['fiction', 'favorites']",2
701,The True Love Experiment,Christina Lauren,https://www.goodreads.com/book/show/62361081-the-true-love-experiment,Mock review 2 for The True Love Experiment,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/62361081-the-true-love-experiment/reviews/2,['fiction'],1
704,The Heaven & Earth Grocery Store,James McBride,https://www.goodreads.com/book/show/65678550-the-heaven-earth-grocery-store,Mock review 1 for The Heaven & Earth Grocery Store,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/65678550-the-heaven-earth-grocery-store/reviews/1,"['fiction', 'favorites']",2
704,The Heaven & Earth Grocery Store,James McBride,https://www.goodreads.com/book/show/65678550-the-heaven-earth-grocery-store,Mock review 2 for The Heaven & Earth Grocery Store,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/65678550-the-heaven-earth-grocery-store/reviews/2,['fiction'],1
716,Howl's Moving Castle,Diana Wynne Jones,https://www.goodreads.com/book/show/47520.Castle_in_the_Air,Mock review 1 for Howl's Moving Castle,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/47520.Castle_in_the_Air/reviews/1,"['fiction', 'favorites']",2
716,Howl's Moving Castle,Diana Wynne Jones,https://www.goodreads.com/book/show/47520.Castle_in_the_Air,Mock review 2 for Howl's Moving Castle,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/47520.Castle_in_the_Air/reviews/2,['fiction'],1
747,A Constellation of Vital Phenomena,Anthony Marra,https://www.goodreads.com/book/show/18428067-a-constellation-of-vital-phenomena,Mock review 1 for A Constellation of Vital Phenomena,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/18428067-a-constellation-of-vital-phenomena/reviews/1,"['fiction', 'favorites']",2
747,A Constellation of Vital Phenomena,Anthony Marra,https://www.goodreads.com/book/show/18428067-a-constellation-of-vital-phenomena,Mock review 2 for A Constellation of Vital Phenomena,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/18428067-a-constellation-of-vital-phenomena/reviews/2,['fiction'],1
777,The Dispossessed,Ursula K. Le Guin,https://www.goodreads.com/book/show/13651.The_Dispossessed,Mock review 1 for The Dispossessed,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/13651.The_Dispossessed/reviews/1,"['fiction', 'favorites']",2
777,The Dispossessed,Ursula K. Le Guin,https://www.goodreads.com/book/show/13651.The_Dispossessed,Mock review 2 for The Dispossessed,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/13651.The_Dispossessed/reviews/2,['fiction'],1
792,Never Lie,Freida McFadden,https://www.goodreads.com/book/show/62080187-never-lie,Mock review 1 for Never Lie,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/62080187-never-lie/reviews/1,"['fiction', 'favorites']",2
792,Never Lie,Freida McFadden,https://www.goodreads.com/book/show/62080187-never-lie,Mock review 2 for Never Lie,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/62080187-never-lie/reviews/2,['fiction'],1
892,Made for Love,Alissa Nutting,https://www.goodreads.com/book/show/32600556-made-for-love,Mock review 1 for Made for Love,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/32600556-made-for-love/reviews/1,"['fiction', 'favorites']",2
892,Made for Love,Alissa Nutting,https://www.goodreads.com/book/show/32600556-made-for-love,Mock review 2 for Made for Love,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/32600556-made-for-love/reviews/2,['fiction'],1
893,A Place for Us,Fatima Farheen Mirza,https://www.goodreads.com/book/show/36840397-a-place-for-us,Mock review 1 for A Place for Us,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/36840397-a-place-for-us/reviews/1,"['fiction', 'favorites']",2
893,A Place for Us,Fatima Farheen Mirza,https://www.goodreads.com/book/show/36840397-a-place-for-us,Mock review 2 for A Place for Us,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/36840397-a-place-for-us/reviews/2,['fiction'],1
936,How the Light Gets In,Louise Penny,https://www.goodreads.com/book/show/228579807-how-the-light-gets-in,Mock review 1 for How the Light Gets In,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/228579807-how-the-light-gets-in/reviews/1,"['fiction', 'favorites']",2
936,How the Light Gets In,Louise Penny,https://www.goodreads.com/book/show/228579807-how-the-light-gets-in,Mock review 2 for How the Light Gets In,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/228579807-how-the-light-gets-in/reviews/2,['fiction'],1
955,Wonder Movie Tie-In Edition,R. J. Palacio,https://www.goodreads.com/book/show/35238778-wonder-movie-tie-in-edition,Mock review 1 for Wonder Movie Tie-In Edition,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/35238778-wonder-movie-tie-in-edition/reviews/1,"['fiction', 'favorites']",2
955,Wonder Movie Tie-In Edition,R. J. Palacio,https://www.goodreads.com/book/show/35238778-wonder-movie-tie-in-edition,Mock review 2 for Wonder Movie Tie-In Edition,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/35238778-wonder-movie-tie-in-edition/reviews/2,['fiction'],1
964,Code Name Hélène,Ariel Lawhon,https://www.goodreads.com/book/show/50089336-code-name-h-l-ne,Mock review 1 for Code Name Hélène,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/50089336-code-name-h-l-ne/reviews/1,"['fiction', 'favorites']",2
964,Code Name Hélène,Ariel Lawhon,https://www.goodreads.com/book/show/50089336-code-name-h-l-ne,Mock review 2 for Code Name Hélène,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/50089336-code-name-h-l-ne/reviews/2,['fiction'],1
980,The Stone Sky,N. K. Jemisin,https://www.goodreads.com/book/show/31817749-the-stone-sky,Mock review 1 for The Stone Sky,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/31817749-the-stone-sky/reviews/1,"['fiction', 'favorites']",2
980,The Stone Sky,N. K. Jemisin,https://www.goodreads.com/book/show/31817749-the-stone-sky,Mock review 2 for The Stone Sky,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/31817749-the-stone-sky/reviews/2,['fiction'],1
992,I'll Give You the Sun,Jandy Nelson,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun,Mock review 1 for I'll Give You the Sun,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun/reviews/1,"['fiction', 'favorites']",2
992,I'll Give You the Sun,Jandy Nelson,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun,Mock review 2 for I'll Give You the Sun,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun/reviews/2,['fiction'],1
1066,Home Fire,Kamila Shamsie,https://www.goodreads.com/book/show/33621427-home-fire,Mock review 1 for Home Fire,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/33621427-home-fire/reviews/1,"['fiction', 'favorites']",2
1066,Home Fire,Kamila Shamsie,https://www.goodreads.com/book/show/33621427-home-fire,Mock review 2 for Home Fire,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/33621427-home-fire/reviews/2,['fiction'],1
1076,Stoner,John Williams,https://www.goodreads.com/book/show/166997.Stoner,Mock review 1 for Stoner,5,mock_user1,Mock User 1,10,0,2023-01-15T00:00:00,https://www.goodreads.com/book/show/166997.Stoner/reviews/1,"['fiction', 'favorites']",2
1076,Stoner,John Williams,https://www.goodreads.com/book/show/166997.Stoner,Mock review 2 for Stoner,4,mock_user2,Mock User 2,5,0,2023-02-20T00:00:00,https://www.goodreads.com/book/show/166997.Stoner/reviews/2,['fiction'],1
