book_id,title,author,goodreads_url
3378,Alif the Unseen,G. Willow Wilson,https://www.goodreads.com/book/show/13239822-alif-the-unseen
3438,Baby Teeth,Zoje Stage,https://www.goodreads.com/book/show/35410511-baby-teeth
3449,The Running Grave,Robert Galbraith,https://www.goodreads.com/book/show/139399948-the-running-grave
3566,Crossing to Safety,Wallace Stegner,https://www.goodreads.com/book/show/9820.Crossing_to_Safety
3594,How to be both,Ali Smith,https://www.goodreads.com/book/show/20439328-how-to-be-both
3659,The Women Could Fly,Megan Giddings,https://www.goodreads.com/book/show/59629560-the-women-could-fly
3708,The Wild Robot,Peter Brown,https://www.goodreads.com/book/show/38901679-the-wild-robot-1-2
3739,The Shepherd's Crown,Terry Pratchett,https://www.goodreads.com/book/show/22886868-the-shepherd-s-crown
3788,A Great Reckoning,Louise Penny,
3841,Under the Never Sky,Veronica Rossi,https://www.goodreads.com/book/show/17616704-brooke
4061,The Winemaker's Wife,Kristin Harmel,https://www.goodreads.com/book/show/42201870-the-winemaker-s-wife
4131,The Future Of Another Timeline,Annalee Newitz,https://www.goodreads.com/book/show/43263237-the-future-of-another-timeline
4154,King and the Dragonflies,Kacen Callender,https://www.goodreads.com/book/show/44575111-king-and-the-dragonflies
4171,Glass Houses,Louise Penny,
4286,A Pho Love Story,Loan Le,https://www.goodreads.com/book/show/54238295-a-pho-love-story
4349,The Sparrow,Mary Doria Russell,https://www.goodreads.com/book/show/334176.The_Sparrow
4409,A Murder is Announced,Agatha Christie,https://www.goodreads.com/book/show/52711034-a-murder-is-announced
4434,The Princess Bride,William Goldman,https://www.goodreads.com/book/show/21787.The_Princess_Bride
4489,We Are Legion,Dennis Taylor,
4577,Tithe,Holly Black,
4630,Marrying the Ketchups,Jennifer Close,https://www.goodreads.com/book/show/58537243-marrying-the-ketchups
4644,The Weight of Blood,Tiffany D. Jackson,https://www.goodreads.com/book/show/59816818-the-weight-of-blood
4756,Kings Rising,C. S. Pacat,https://www.goodreads.com/book/show/17158532-kings-rising
4895,"The Galaxy, and the Ground Within",Becky Chambers,https://www.goodreads.com/book/show/50209317-the-galaxy-and-the-ground-within
4909,Fish in a Tree,Lynda Mullaly Hunt,https://www.goodreads.com/book/show/22402972-fish-in-a-tree
4915,Mixed Signals,B.K. Borison,https://www.goodreads.com/book/show/121764710-mixed-signals
4935,Okay for Now,Gary D. Schmidt,https://www.goodreads.com/book/show/9165406-okay-for-now
4964,Yellow Crocus,Laila Ibrahim,https://www.goodreads.com/book/show/49571051-golden-poppies
4987,The Do-Over,Lynn Painter,https://www.goodreads.com/book/show/51035594-the-do-over
5007,Girl with a Pearl Earring,Tracy Chevalier,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring
5176,Will They or Won't They,Ava Wilder,https://www.goodreads.com/book/show/62562854-will-they-or-won-t-they
5202,The Code of the Woosters,P. G. Wodehouse,https://www.goodreads.com/book/show/9858081-the-code-of-the-woosters
5236,Godkiller,Hannah Kaner,https://www.goodreads.com/book/show/61244268-godkiller
5370,Hang the Moon,Alexandria Bellefleur,
5409,Out of the Easy,Ruta Sepetys,
5472,On the Banks of Plum Creek,Laura Ingalls Wilder,https://www.goodreads.com/book/show/123791423-on-the-banks-of-plum-creek-author
5503,Thirst for Salt,Madelaine Lucas,https://www.goodreads.com/book/show/61340225-thirst-for-salt
5560,Dealing with Dragons,Patricia C. Wrede,https://www.goodreads.com/book/show/150739.Dealing_with_Dragons
5566,A Graveyard for Lunatics,Ray Bradbury,https://www.goodreads.com/book/show/141592510-a-graveyard-for-lunatics-paperback-import-1991
5581,The Blue Bistro,Elin Hilderbrand,https://www.goodreads.com/book/show/152695.The_Blue_Bistro
5629,The Accident Season,Moïra Fowley-Doyle,https://www.goodreads.com/book/show/23346358-the-accident-season
5649,The Accidental,Ali Smith,https://www.goodreads.com/book/show/127630.The_Accidental
5886,The Foundling,Ann Leary,https://www.goodreads.com/book/show/59366094-the-foundling
5904,The Sea of Tranquility,Katja Millay,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility
5939,The Long Winter,Laura Ingalls Wilder,
5973,The Bands of Mourning,Brandon Sanderson,https://www.goodreads.com/book/show/18739426-the-bands-of-mourning
6206,The Uncoupling,Meg Wolitzer,https://www.goodreads.com/book/show/8943906-the-uncoupling
6218,In the Wild Light,Jeff Zentner,https://www.goodreads.com/book/show/44287012-in-the-wild-light
6315,Only the Good Spy Young,Ally Carter,https://www.goodreads.com/book/show/6950688-only-the-good-spy-young
6362,Murder in G Major,Alexia Gordon,https://www.goodreads.com/book/show/30255243-murder-in-g-major
6382,Cards on the Table,Agatha Christie,https://www.goodreads.com/book/show/8066663-cards-on-the-table-n-or-m-a-murder-is-announced
6449,The War I Finally Won,Kimberly Brubaker Bradley,https://www.goodreads.com/book/show/210809645-the-war-i-finally-won
6458,Unbelievable,Sara Shepard,
6525,Panic,Lauren Oliver,
6568,The First Ladies,Marie Benedict,https://www.goodreads.com/book/show/63024287-the-first-ladies
6581,More Than Words,Jill Santopolo,https://www.goodreads.com/book/show/40131144-more-than-words
6640,The Great Offshore Grounds,Vanessa Veselka,https://www.goodreads.com/book/show/49348747-the-great-offshore-grounds
6642,Jude the Obscure,Thomas Hardy,
6783,Hooked,Emily McIntire,
6834,"Love, Lists, and Fancy Ships",Sarah Grunder Ruiz,https://www.goodreads.com/book/show/57282242-love-lists-and-fancy-ships
6928,Himself,Jess Kidd,https://www.goodreads.com/book/show/33023729-himself
6930,Five Little Indians,Michelle Good,https://www.goodreads.com/book/show/52214103-five-little-indians
6943,Bright Burning Things,Lisa Harding,https://www.goodreads.com/book/show/57355412-bright-burning-things
7001,Ceremony,Leslie Marmon Silko,https://www.goodreads.com/book/show/588234.Ceremony
7063,Ain't Burned All the Bright,Jason Reynolds,https://www.goodreads.com/book/show/58437699-ain-t-burned-all-the-bright
7153,The Serpent's Shadow,Rick Riordan,https://www.goodreads.com/book/show/12893742-the-serpent-s-shadow
7159,The Dollhouse,Fiona Davis,https://www.goodreads.com/book/show/28504574-the-dollhouse
7227,Grandmaster of Demonic Cultivation,Mo Xiang Tong Xiu,https://www.goodreads.com/book/show/42190679-grandmaster-of-demonic-cultivation
7299,Doing Harm,Maya Dusenbery,
7581,Playing Nice,JP Delaney,https://www.goodreads.com/book/show/49078674-playing-nice
7721,Watch Us Rise,Renee Watson,https://www.goodreads.com/book/show/40025175-watch-us-rise
7729,Some Kind of Happiness,Claire Legrand,https://www.goodreads.com/book/show/13260524-some-kind-of-happiness
7749,Witchlings,Claribel A. Ortega,https://www.goodreads.com/book/show/57468730-witchlings
7874,Trouble the Saints,Alaya Dawn Johnson,https://www.goodreads.com/book/show/52380207-trouble-the-saints
7876,Red Harvest,Dashiell Hammett,
7925,Mother in the Dark,Kayla Maiuri,https://www.goodreads.com/book/show/59382048-mother-in-the-dark
7968,The Crossing,Michael Connelly,
8042,Fugitive Pieces,Anne Michaels,https://www.goodreads.com/book/show/230802680-fugitive-pieces-by-anne-michaels
8051,The Last True Poets of the Sea,Julia Drake,https://www.goodreads.com/book/show/41783734-the-last-true-poets-of-the-sea
8230,The Winter of Our Discontent,John Steinbeck,https://www.goodreads.com/book/show/4796.The_Winter_of_Our_Discontent
8316,The Yellow Birds,Kevin Powers,https://www.goodreads.com/book/show/13366259-the-yellow-birds
8350,The Donut Trap,Julie Tieu,https://www.goodreads.com/book/show/56922672-the-donut-trap
8396,The Portable Veblen,Elizabeth McKenzie,https://www.goodreads.com/book/show/25431238-the-portable-veblen
8440,The Lost Books of The Odyssey,Zachary Mason,https://www.goodreads.com/book/show/2199365.The_Lost_Books_of_the_Odyssey
8491,The Gunners,Rebecca Kauffman,https://www.goodreads.com/book/show/36318757-the-gunners
8562,Darktown,Thomas Mullen,https://www.goodreads.com/book/show/200995326-darktown
8587,Prayers for the Stolen,Jennifer Clement,https://www.goodreads.com/book/show/123625488-prayers-for-the-stolen-by-clement-jennifer-2014-paperback
8600,The Ruins,Scott Smith,https://www.goodreads.com/book/show/21726.The_Ruins
8657,The Last Picture Show,Larry McMurtry,https://www.goodreads.com/book/show/50051.The_Last_Picture_Show
8671,Staked,Kevin Hearne,
8755,"Breath, Eyes, Memory",Edwidge Danticat,https://www.goodreads.com/book/show/137006541-breath-eyes-memory-by-danticat-edwidge-paperback
8900,The Ritual,Adam Nevill,https://www.goodreads.com/book/show/10239382-the-ritual
9010,Symphony of Secrets,Brendan Slocumb,https://www.goodreads.com/book/show/61111253-symphony-of-secrets
9187,A Broken Blade,Melissa Blair,https://www.goodreads.com/book/show/59739150-a-broken-blade
9255,Alias Emma,Ava Glass,https://www.goodreads.com/book/show/205307710-the-trap
9369,Lucky Red,Claudia Cravens,https://www.goodreads.com/book/show/61387980-lucky-red
9373,Broken Vow,Sophie Lark,
9438,The Orenda,Joseph Boyden,https://www.goodreads.com/book/show/157240664-the-orenda
9495,Everneath,Brodi Ashton,https://www.goodreads.com/book/show/153434268-everbound
9581,The Sinner,Tess Gerritsen,
9818,The Circus Train,Amita Parikh,https://www.goodreads.com/book/show/56469793-the-circus-train
9822,How Could She,Lauren Mechling,https://www.goodreads.com/book/show/42261228-how-could-she
10407,Good Omens,Terry Pratchett,https://www.goodreads.com/book/show/23347067-good-omens
10458,Missing Clarissa,Ripley Jones,https://www.goodreads.com/book/show/60784571-missing-clarissa
10642,Dark Triumph,Robin LaFevers,https://www.goodreads.com/book/show/9943270-dark-triumph
10859,Twisted,Emily McIntire,
10860,Foreign Affairs,Alison Lurie,https://www.goodreads.com/book/show/133288554-foreign-affairs-by-alison-lurie
11163,So Happy for You,Celia Laskey,https://www.goodreads.com/book/show/58787294-so-happy-for-you
11199,Pope Joan,Donna Woolfolk Cross,https://www.goodreads.com/book/show/27252.Pope_Joan
11239,Wicked and the Wallflower,Sarah MacLean,https://www.goodreads.com/book/show/35695972-wicked-and-the-wallflower
11379,Losing It,Cora Carmack,https://www.goodreads.com/book/show/16034964-losing-it
11416,"Nobody, Somebody, Anybody",Kelly McClorey,https://www.goodreads.com/book/show/50997641-nobody-somebody-anybody
12080,How Sweet It Is,Dylan Newton,https://www.goodreads.com/book/show/55898107-how-sweet-it-is
12136,The Other People,C. J. Tudor,https://www.goodreads.com/book/show/45706883-the-other-people
12164,A Countess Below Stairs,Eva Ibbotson,https://www.goodreads.com/book/show/714569.A_Countess_Below_Stairs
12235,Shadow of the Giant,Orson Scott Card,https://www.goodreads.com/book/show/8647.Shadow_of_the_Giant
12680,"Fairest of All-Villains, Book 1",Disney Books,
12757,Sweet Sorrow,David Nicholls,https://www.goodreads.com/book/show/43188104-sweet-sorrow
12878,Obsidian Butterfly,Laurell K. Hamilton,https://www.goodreads.com/book/show/190361.Obsidian_Butterfly
12962,Past Tense,Lee Child,https://www.goodreads.com/book/show/34019122-past-tense
13088,Glass Houses,Rachel Caine,https://www.goodreads.com/book/show/6690963-glass-houses
13534,Limelight,Amy Poeppel,https://www.goodreads.com/book/show/36373328-limelight
13595,The Best Laid Plans,Cameron Lund,https://www.goodreads.com/book/show/49366204-the-best-laid-plans
13841,The Guns of Avalon,Roger Zelazny,https://www.goodreads.com/book/show/62012.The_Guns_of_Avalon
13882,Grave Witch,Kalayna Price,https://www.goodreads.com/book/show/7823038-grave-witch
14124,A Peculiar Combination,Ashley Weaver,https://www.goodreads.com/book/show/54860475-a-peculiar-combination
14300,American Panda,Gloria Chao,https://www.goodreads.com/book/show/35297380-american-panda
14383,Three Day Road,Joseph Boyden,https://www.goodreads.com/book/show/198523749-three-day-road
14569,The Forest of Enchantments,Chitra Banerjee Divakaruni,https://www.goodreads.com/book/show/43293099-the-forest-of-enchantments
14754,The Last Boyfriend,Nora Roberts,https://www.goodreads.com/book/show/12099007-the-last-boyfriend
14886,Murder on the Orient Express,Agatha Christie,https://www.goodreads.com/book/show/41115953-murder-on-the-orient-express-paperback-agatha-christie
15077,Three Things About Elsie,Joanna Cannon,https://www.goodreads.com/book/show/33229395-three-things-about-elsie
15748,No One Knows,J.T. Ellison,https://www.goodreads.com/book/show/25814204-no-one-knows
15952,Darling,K. Ancrum,https://www.goodreads.com/book/show/51199185-darling
16169,See You in the Cosmos,Jack Cheng,https://www.goodreads.com/book/show/33282947-see-you-in-the-cosmos
16400,Bee Season,Myla Goldberg,https://www.goodreads.com/book/show/251762.Bee_Season
16519,The Seven Dials Mystery,Agatha Christie,https://www.goodreads.com/book/show/73649510-the-seven-dials-mystery
16559,When the Moon Is Low,Nadia Hashimi,https://www.goodreads.com/book/show/23447506-when-the-moon-is-low
16945,Die Again,Tess Gerritsen,
17281,Wicked As You Wish,Rin Chupeco,https://www.goodreads.com/book/show/45184250-wicked-as-you-wish
17924,Point of Origin,Patricia Cornwell,
18136,All Families Are Psychotic,Douglas Coupland,https://www.goodreads.com/book/show/3379.All_Families_are_Psychotic
18269,The Book of Phoenix,Nnedi Okorafor,https://www.goodreads.com/book/show/23281789-the-book-of-phoenix
18307,Heading Out to Wonderful,Robert Goolrick,https://www.goodreads.com/book/show/146030522-heading-out-to-wonderful-by-robert-goolrick
18543,Blindsided,Amy Daws,
18655,The Little White Horse,Elizabeth Goudge,https://www.goodreads.com/book/show/420180.The_Little_White_Horse
18687,Sharp Teeth,Toby Barlow,https://www.goodreads.com/book/show/1724365.Sharp_Teeth
100000,Frankenstein,Mary Shelley,
100001,The Great Gatsby,F. Scott Fitzgerald,https://www.goodreads.com/book/show/14476341-the-great-gatsby
100002,The Metamorphosis,Franz Kafka,https://www.goodreads.com/book/show/198387408-the-metamorphosis
100003,Through the looking glass,Lewis Carroll,https://www.goodreads.com/book/show/28234696-through-the-looking-glass
100004,The Time machine,H.G. Wells,https://www.goodreads.com/book/show/56679112-the-time-machine
100005,The Secret Garden,Frances Hodgson Burnett,
100006,The Call of the Wild,Jack London,https://www.goodreads.com/book/show/37677.The_Call_of_the_Wild_White_Fang
100007,Hard times,"Charles Dickens,",
100008,The Prince and the Pauper,Mark Twain,https://www.goodreads.com/book/show/56652748-the-prince-and-the-pauper-by-mark-twain
100009,Around the World in Eighty Days,Jules Verne,https://www.goodreads.com/book/show/198629937-around-the-world-in-eighty-days-by-jules-verne
100011,White Fang,Jack London,https://www.goodreads.com/book/show/214676239-white-fang---jack-london
100012,The Phantom of the Opera,Gaston Leroux,https://www.goodreads.com/book/show/165077688-the-phantom-of-the-opera-by-leroux-gaston
100013,The Sun also rises,Ernest Hemingway,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises
100014,A Journey to the Center of the Earth,Jules Verne,https://www.goodreads.com/book/show/89682015-a-journey-to-the-center-of-the-earth
100015,A little princess,Frances Hodgson Burnett,https://www.goodreads.com/book/show/2302845.The_Secret_Garden_A_Little_Princess
100016,The Age of Innocence,Edith Wharton,https://www.goodreads.com/book/show/43321632-the-age-of-innocence-middlemarch
100017,The Wendigo,Algernon Blackwood,https://www.goodreads.com/book/show/148008414-the-wendigo-and-other-stories
100018,Alices Adventures in Wonderland,Lewis Carroll,https://www.goodreads.com/book/show/157140867-alice-s-adventures-in-wonderland-by-lewis-carroll
100019,The Picture of Dorian Gray,Oscar Wilde,https://www.goodreads.com/book/show/135222526-the-picture-of-dorian-gray-by-oscar-wilde
100020,The Wind in the Willows,Kenneth Grahame,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows
100021,A Room with a View,E.M. Forster,https://www.goodreads.com/book/show/3087.A_Room_with_a_View
100022,The Enchanted April,Elizabeth Von Armin,https://www.goodreads.com/book/show/75464099-the-enchanted-april
100023,A Tale of Two Cities,Charles Dickens,https://www.goodreads.com/book/show/13369163-a-tale-of-two-cities
100025,Jane Eyre,Charlotte Bronte,
100026,The Scarlet Pimpernel,Baroness Orczy,
100027,The Moonstone,Wilkie Collins,https://www.goodreads.com/book/show/3151990-the-moonstone
100028,The Willows,Algernon Blackwood,https://www.goodreads.com/book/show/1335601.The_Willows
100029,Daddy-Long-Legs,Jean Webster,https://www.goodreads.com/book/show/53236.Daddy_Long_Legs_Dear_Enemy
100030,The gambler,Fyodor Dostoevsky,https://www.goodreads.com/book/show/5698.The_Double_and_The_Gambler
100031,The Big Four,Agatha Christie,
100032,Heart of Darkness,Joseph Conrad,
100033,Anne of Green Gables,Lucy Maud Montgomery,
100034,Peter Pan,J.M.Barrie,https://www.goodreads.com/book/show/60121825-peter-pan
100036,The Box-car Children,Gertrude Warner,https://www.goodreads.com/book/show/217290600-the-box-car-children
